Month,Year,Rainfall_x,WPI_x,WPI_y,Rainfall_y,Rainfall_Deviation,Flood_Flag,Crop,Rainfall ,Rainfall
6,2014,205.2,137.2,134.1,194.1,-222.56944444444443,False,Paddy,95.4,24.8
6,2014,205.2,137.2,134.1,194.1,-216.16944444444445,False,Paddy,95.4,31.2
6,2014,205.2,137.2,134.1,194.1,-167.26944444444445,False,Paddy,95.4,80.1
6,2014,205.2,137.2,134.1,194.1,-234.56944444444443,False,Paddy,95.4,12.8
6,2014,205.2,137.2,134.1,194.1,-222.96944444444443,False,Paddy,95.4,24.4
6,2014,205.2,137.2,134.1,194.1,-26.16944444444445,False,Paddy,95.4,221.2
6,2014,205.2,137.2,134.1,194.1,-204.06944444444449,False,Paddy,95.4,43.3
6,2014,205.2,137.2,134.1,194.1,-216.46944444444443,False,Paddy,95.4,30.9
6,2014,205.2,137.2,134.1,194.1,-201.6694444444444,False,Paddy,95.4,45.7
6,2014,205.2,137.2,134.1,194.1,-137.56944444444446,False,Paddy,95.4,109.8
6,2014,205.2,137.2,134.1,194.1,-224.96944444444443,False,Paddy,95.4,22.4
6,2014,205.2,137.2,134.1,194.1,-185.86944444444444,False,Paddy,95.4,61.5
6,2014,205.2,137.2,134.1,194.1,-166.46944444444443,False,Paddy,95.4,80.9
6,2014,205.2,137.2,134.1,194.1,-200.06944444444449,False,Paddy,95.4,47.3
6,2014,205.2,137.2,134.1,194.1,199.9305555555556,False,Paddy,95.4,447.3
6,2014,205.2,137.2,134.1,194.1,-198.36944444444444,False,Paddy,95.4,49.0
6,2014,205.2,137.2,134.1,194.1,-143.76944444444445,False,Paddy,95.4,103.6
6,2014,205.2,137.2,134.1,194.1,205.6305555555556,False,Paddy,95.4,453.0
6,2014,205.2,137.2,134.1,194.1,-3.2694444444444457,False,Paddy,95.4,244.1
7,2014,205.2,139.6,128.6,194.1,226.0305555555556,False,Paddy,261.2,473.4
7,2014,205.2,139.6,128.6,194.1,100.63055555555556,False,Paddy,261.2,348.0
7,2014,205.2,139.6,128.6,194.1,125.93055555555556,False,Paddy,261.2,373.3
7,2014,205.2,139.6,128.6,194.1,18.33055555555555,False,Paddy,261.2,265.7
7,2014,205.2,139.6,128.6,194.1,224.0305555555556,False,Paddy,261.2,471.4
7,2014,205.2,139.6,128.6,194.1,57.23055555555558,False,Paddy,261.2,304.6
7,2014,205.2,139.6,128.6,194.1,250.83055555555555,True,Paddy,261.2,498.2
7,2014,205.2,139.6,128.6,194.1,54.03055555555554,False,Paddy,261.2,301.4
7,2014,205.2,139.6,128.6,194.1,6.430555555555571,False,Paddy,261.2,253.8
7,2014,205.2,139.6,128.6,194.1,51.53055555555554,False,Paddy,261.2,298.9
7,2014,205.2,139.6,128.6,194.1,-100.26944444444445,False,Paddy,261.2,147.1
7,2014,205.2,139.6,128.6,194.1,201.2305555555556,False,Paddy,261.2,448.6
7,2014,205.2,139.6,128.6,194.1,-166.16944444444442,False,Paddy,261.2,81.2
7,2014,205.2,139.6,128.6,194.1,-165.36944444444444,False,Paddy,261.2,82.0
7,2014,205.2,139.6,128.6,194.1,-52.36944444444444,False,Paddy,261.2,195.0
7,2014,205.2,139.6,128.6,194.1,-131.16944444444442,False,Paddy,261.2,116.2
7,2014,205.2,139.6,128.6,194.1,-152.06944444444446,False,Paddy,261.2,95.3
7,2014,205.2,139.6,128.6,194.1,-49.769444444444446,False,Paddy,261.2,197.6
7,2014,205.2,139.6,128.6,194.1,84.03055555555554,False,Paddy,261.2,331.4
7,2014,205.2,139.6,128.6,194.1,39.63055555555556,False,Paddy,261.2,287.0
7,2014,205.2,139.6,128.6,194.1,112.23055555555558,False,Paddy,261.2,359.6
7,2014,205.2,139.6,128.6,194.1,-70.66944444444445,False,Paddy,261.2,176.7
7,2014,205.2,139.6,128.6,194.1,1055.5305555555556,True,Paddy,261.2,1302.9
7,2014,205.2,139.6,128.6,194.1,55.13055555555556,False,Paddy,261.2,302.5
7,2014,205.2,139.6,128.6,194.1,-143.46944444444443,False,Paddy,261.2,103.9
7,2014,205.2,139.6,128.6,194.1,70.23055555555558,False,Paddy,261.2,317.6
7,2014,205.2,139.6,128.6,194.1,187.83055555555555,False,Paddy,261.2,435.2
7,2014,205.2,139.6,128.6,194.1,-85.26944444444445,False,Paddy,261.2,162.1
7,2014,205.2,139.6,128.6,194.1,-94.56944444444444,False,Paddy,261.2,152.8
7,2014,205.2,139.6,128.6,194.1,-182.26944444444445,False,Paddy,261.2,65.1
7,2014,205.2,139.6,128.6,194.1,-196.36944444444444,False,Paddy,261.2,51.0
7,2014,205.2,139.6,128.6,194.1,912.6305555555556,True,Paddy,261.2,1160.0
7,2014,205.2,139.6,128.6,194.1,-96.36944444444444,False,Paddy,261.2,151.0
7,2014,205.2,139.6,128.6,194.1,17.63055555555556,False,Paddy,261.2,265.0
7,2014,205.2,139.6,128.6,194.1,421.0305555555556,True,Paddy,261.2,668.4
7,2014,205.2,139.6,128.6,194.1,-131.96944444444443,False,Paddy,261.2,115.4
8,2014,205.2,140.5,123.7,194.1,74.13055555555556,False,Paddy,237.5,321.5
8,2014,205.2,140.5,123.7,194.1,304.6305555555556,True,Paddy,237.5,552.0
8,2014,205.2,140.5,123.7,194.1,231.7305555555556,True,Paddy,237.5,479.1
8,2014,205.2,140.5,123.7,194.1,59.33055555555555,False,Paddy,237.5,306.7
8,2014,205.2,140.5,123.7,194.1,319.83055555555563,True,Paddy,237.5,567.2
8,2014,205.2,140.5,123.7,194.1,39.23055555555558,False,Paddy,237.5,286.6
8,2014,205.2,140.5,123.7,194.1,143.03055555555554,False,Paddy,237.5,390.4
8,2014,205.2,140.5,123.7,194.1,12.230555555555584,False,Paddy,237.5,259.6
8,2014,205.2,140.5,123.7,194.1,53.83055555555555,False,Paddy,237.5,301.2
8,2014,205.2,140.5,123.7,194.1,-102.86944444444444,False,Paddy,237.5,144.5
8,2014,205.2,140.5,123.7,194.1,-168.06944444444446,False,Paddy,237.5,79.3
8,2014,205.2,140.5,123.7,194.1,27.33055555555555,False,Paddy,237.5,274.7
8,2014,205.2,140.5,123.7,194.1,-215.66944444444445,False,Paddy,237.5,31.7
8,2014,205.2,140.5,123.7,194.1,-198.86944444444444,False,Paddy,237.5,48.5
8,2014,205.2,140.5,123.7,194.1,-94.86944444444444,False,Paddy,237.5,152.5
8,2014,205.2,140.5,123.7,194.1,-102.46944444444443,False,Paddy,237.5,144.9
8,2014,205.2,140.5,123.7,194.1,-175.56944444444446,False,Paddy,237.5,71.8
8,2014,205.2,140.5,123.7,194.1,9.030555555555535,False,Paddy,237.5,256.4
8,2014,205.2,140.5,123.7,194.1,-39.969444444444434,False,Paddy,237.5,207.4
8,2014,205.2,140.5,123.7,194.1,-18.86944444444444,False,Paddy,237.5,228.5
8,2014,205.2,140.5,123.7,194.1,-97.16944444444444,False,Paddy,237.5,150.2
8,2014,205.2,140.5,123.7,194.1,-93.06944444444444,False,Paddy,237.5,154.3
8,2014,205.2,140.5,123.7,194.1,448.43055555555554,True,Paddy,237.5,695.8
8,2014,205.2,140.5,123.7,194.1,-2.1694444444444514,False,Paddy,237.5,245.2
8,2014,205.2,140.5,123.7,194.1,-69.16944444444445,False,Paddy,237.5,178.2
8,2014,205.2,140.5,123.7,194.1,-80.16944444444445,False,Paddy,237.5,167.2
8,2014,205.2,140.5,123.7,194.1,71.43055555555557,False,Paddy,237.5,318.8
8,2014,205.2,140.5,123.7,194.1,-98.06944444444444,False,Paddy,237.5,149.3
8,2014,205.2,140.5,123.7,194.1,-56.969444444444434,False,Paddy,237.5,190.4
8,2014,205.2,140.5,123.7,194.1,-141.96944444444443,False,Paddy,237.5,105.4
8,2014,205.2,140.5,123.7,194.1,-132.26944444444445,False,Paddy,237.5,115.1
8,2014,205.2,140.5,123.7,194.1,730.4305555555555,True,Paddy,237.5,977.8
8,2014,205.2,140.5,123.7,194.1,-33.86944444444444,False,Paddy,237.5,213.5
8,2014,205.2,140.5,123.7,194.1,3.5305555555555657,False,Paddy,237.5,250.9
8,2014,205.2,140.5,123.7,194.1,483.3305555555556,True,Paddy,237.5,730.7
8,2014,205.2,140.5,123.7,194.1,218.7305555555556,False,Paddy,237.5,466.1
9,2014,205.2,140.5,124.3,194.1,165.63055555555556,False,Paddy,188.0,413.0
9,2014,205.2,140.5,124.3,194.1,78.93055555555557,False,Paddy,188.0,326.3
9,2014,205.2,140.5,124.3,194.1,177.13055555555556,False,Paddy,188.0,424.5
9,2014,205.2,140.5,124.3,194.1,48.83055555555555,False,Paddy,188.0,296.2
9,2014,205.2,140.5,124.3,194.1,148.53055555555554,False,Paddy,188.0,395.9
9,2014,205.2,140.5,124.3,194.1,-26.969444444444434,False,Paddy,188.0,220.4
9,2014,205.2,140.5,124.3,194.1,38.23055555555558,False,Paddy,188.0,285.6
9,2014,205.2,140.5,124.3,194.1,-79.46944444444443,False,Paddy,188.0,167.9
9,2014,205.2,140.5,124.3,194.1,-85.96944444444443,False,Paddy,188.0,161.4
9,2014,205.2,140.5,124.3,194.1,-135.66944444444442,False,Paddy,188.0,111.7
9,2014,205.2,140.5,124.3,194.1,-164.16944444444442,False,Paddy,188.0,83.2
9,2014,205.2,140.5,124.3,194.1,-141.86944444444444,False,Paddy,188.0,105.5
9,2014,205.2,140.5,124.3,194.1,-177.06944444444446,False,Paddy,188.0,70.3
9,2014,205.2,140.5,124.3,194.1,-117.66944444444444,False,Paddy,188.0,129.7
9,2014,205.2,140.5,124.3,194.1,-157.46944444444443,False,Paddy,188.0,89.9
9,2014,205.2,140.5,124.3,194.1,127.83055555555556,False,Paddy,188.0,375.2
9,2014,205.2,140.5,124.3,194.1,-160.76944444444445,False,Paddy,188.0,86.6
9,2014,205.2,140.5,124.3,194.1,-109.96944444444443,False,Paddy,188.0,137.4
9,2014,205.2,140.5,124.3,194.1,-58.86944444444444,False,Paddy,188.0,188.5
9,2014,205.2,140.5,124.3,194.1,-107.06944444444444,False,Paddy,188.0,140.3
9,2014,205.2,140.5,124.3,194.1,35.93055555555557,False,Paddy,188.0,283.3
9,2014,205.2,140.5,124.3,194.1,-123.26944444444445,False,Paddy,188.0,124.1
9,2014,205.2,140.5,124.3,194.1,162.03055555555554,False,Paddy,188.0,409.4
9,2014,205.2,140.5,124.3,194.1,-125.36944444444444,False,Paddy,188.0,122.0
9,2014,205.2,140.5,124.3,194.1,-160.46944444444443,False,Paddy,188.0,86.9
9,2014,205.2,140.5,124.3,194.1,-33.66944444444445,False,Paddy,188.0,213.7
9,2014,205.2,140.5,124.3,194.1,15.830555555555549,False,Paddy,188.0,263.2
9,2014,205.2,140.5,124.3,194.1,-108.76944444444445,False,Paddy,188.0,138.6
9,2014,205.2,140.5,124.3,194.1,-118.46944444444443,False,Paddy,188.0,128.9
9,2014,205.2,140.5,124.3,194.1,-180.06944444444446,False,Paddy,188.0,67.3
9,2014,205.2,140.5,124.3,194.1,-150.86944444444444,False,Paddy,188.0,96.5
9,2014,205.2,140.5,124.3,194.1,95.93055555555556,False,Paddy,188.0,343.3
9,2014,205.2,140.5,124.3,194.1,-154.36944444444444,False,Paddy,188.0,93.0
9,2014,205.2,140.5,124.3,194.1,-92.86944444444444,False,Paddy,188.0,154.5
9,2014,205.2,140.5,124.3,194.1,50.63055555555556,False,Paddy,188.0,298.0
9,2014,205.2,140.5,124.3,194.1,-116.76944444444445,False,Paddy,188.0,130.6
10,2014,205.2,140.0,158.89999999999998,194.1,-53.269444444444446,False,Paddy,60.2,194.1
11,2014,205.2,138.0,158.89999999999998,194.1,-53.269444444444446,False,Paddy,14.4,194.1
12,2014,205.2,134.6,158.89999999999998,194.1,-53.269444444444446,False,Paddy,10.7,194.1
1,2015,205.2,133.5,158.89999999999998,194.1,-53.269444444444446,False,Paddy,17.4,194.1
2,2015,205.2,134.1,158.89999999999998,194.1,-53.269444444444446,False,Paddy,21.0,194.1
3,2015,205.2,132.0,158.89999999999998,194.1,-53.269444444444446,False,Paddy,62.0,194.1
4,2015,205.2,132.6,158.89999999999998,194.1,-53.269444444444446,False,Paddy,69.4,194.1
5,2015,205.2,134.2,158.89999999999998,194.1,-53.269444444444446,False,Paddy,53.8,194.1
6,2015,205.2,133.6,159.7,194.1,99.03055555555554,False,Paddy,192.8,346.4
6,2015,205.2,133.6,159.7,194.1,323.5305555555556,True,Paddy,192.8,570.9
6,2015,205.2,133.6,159.7,194.1,325.2305555555556,True,Paddy,192.8,572.6
6,2015,205.2,133.6,159.7,194.1,45.83055555555555,False,Paddy,192.8,293.2
6,2015,205.2,133.6,159.7,194.1,342.6305555555556,True,Paddy,192.8,590.0
6,2015,205.2,133.6,159.7,194.1,-27.06944444444443,False,Paddy,192.8,220.3
6,2015,205.2,133.6,159.7,194.1,-4.569444444444429,False,Paddy,192.8,242.8
6,2015,205.2,133.6,159.7,194.1,-92.56944444444444,False,Paddy,192.8,154.8
6,2015,205.2,133.6,159.7,194.1,-129.16944444444442,False,Paddy,192.8,118.2
6,2015,205.2,133.6,159.7,194.1,-152.36944444444444,False,Paddy,192.8,95.0
6,2015,205.2,133.6,159.7,194.1,-175.06944444444446,False,Paddy,192.8,72.3
6,2015,205.2,133.6,159.7,194.1,-84.86944444444444,False,Paddy,192.8,162.5
6,2015,205.2,133.6,159.7,194.1,-188.56944444444449,False,Paddy,192.8,58.8
6,2015,205.2,133.6,159.7,194.1,-170.16944444444442,False,Paddy,192.8,77.2
6,2015,205.2,133.6,159.7,194.1,-141.76944444444445,False,Paddy,192.8,105.6
6,2015,205.2,133.6,159.7,194.1,-117.76944444444445,False,Paddy,192.8,129.6
6,2015,205.2,133.6,159.7,194.1,-194.1694444444444,False,Paddy,192.8,53.2
6,2015,205.2,133.6,159.7,194.1,-152.56944444444446,False,Paddy,192.8,94.8
6,2015,205.2,133.6,159.7,194.1,-100.86944444444444,False,Paddy,192.8,146.5
6,2015,205.2,133.6,159.7,194.1,-122.56944444444444,False,Paddy,192.8,124.8
6,2015,205.2,133.6,159.7,194.1,-114.96944444444443,False,Paddy,192.8,132.4
6,2015,205.2,133.6,159.7,194.1,-101.36944444444444,False,Paddy,192.8,146.0
6,2015,205.2,133.6,159.7,194.1,535.4305555555555,True,Paddy,192.8,782.8
6,2015,205.2,133.6,159.7,194.1,-80.16944444444445,False,Paddy,192.8,167.2
6,2015,205.2,133.6,159.7,194.1,-126.76944444444445,False,Paddy,192.8,120.6
6,2015,205.2,133.6,159.7,194.1,-20.86944444444444,False,Paddy,192.8,226.5
6,2015,205.2,133.6,159.7,194.1,38.53055555555554,False,Paddy,192.8,285.9
6,2015,205.2,133.6,159.7,194.1,-17.969444444444434,False,Paddy,192.8,229.4
6,2015,205.2,133.6,159.7,194.1,-35.769444444444446,False,Paddy,192.8,211.6
6,2015,205.2,133.6,159.7,194.1,-181.1694444444444,False,Paddy,192.8,66.2
6,2015,205.2,133.6,159.7,194.1,-180.06944444444446,False,Paddy,192.8,67.3
6,2015,205.2,133.6,159.7,194.1,423.6305555555556,True,Paddy,192.8,671.0
6,2015,205.2,133.6,159.7,194.1,-152.86944444444444,False,Paddy,192.8,94.5
6,2015,205.2,133.6,159.7,194.1,-65.76944444444445,False,Paddy,192.8,181.6
6,2015,205.2,133.6,159.7,194.1,314.93055555555554,True,Paddy,192.8,562.3
6,2015,205.2,133.6,159.7,194.1,49.33055555555555,False,Paddy,192.8,296.7
7,2015,205.2,133.4,161.9,194.1,81.53055555555554,False,Paddy,242.4,328.9
7,2015,205.2,133.4,161.9,194.1,52.83055555555555,False,Paddy,242.4,300.2
7,2015,205.2,133.4,161.9,194.1,56.43055555555557,False,Paddy,242.4,303.8
7,2015,205.2,133.4,161.9,194.1,143.63055555555556,False,Paddy,242.4,391.0
7,2015,205.2,133.4,161.9,194.1,141.83055555555555,False,Paddy,242.4,389.2
7,2015,205.2,133.4,161.9,194.1,362.43055555555554,True,Paddy,242.4,609.8
7,2015,205.2,133.4,161.9,194.1,54.63055555555556,False,Paddy,242.4,302.0
7,2015,205.2,133.4,161.9,194.1,170.23055555555558,False,Paddy,242.4,417.6
7,2015,205.2,133.4,161.9,194.1,-34.06944444444443,False,Paddy,242.4,213.3
7,2015,205.2,133.4,161.9,194.1,-66.86944444444444,False,Paddy,242.4,180.5
7,2015,205.2,133.4,161.9,194.1,-47.66944444444445,False,Paddy,242.4,199.7
7,2015,205.2,133.4,161.9,194.1,94.63055555555556,False,Paddy,242.4,342.0
7,2015,205.2,133.4,161.9,194.1,-98.86944444444444,False,Paddy,242.4,148.5
7,2015,205.2,133.4,161.9,194.1,-6.269444444444446,False,Paddy,242.4,241.1
7,2015,205.2,133.4,161.9,194.1,-2.7694444444444457,False,Paddy,242.4,244.6
7,2015,205.2,133.4,161.9,194.1,-6.769444444444446,False,Paddy,242.4,240.6
7,2015,205.2,133.4,161.9,194.1,-12.769444444444446,False,Paddy,242.4,234.6
7,2015,205.2,133.4,161.9,194.1,44.33055555555555,False,Paddy,242.4,291.7
7,2015,205.2,133.4,161.9,194.1,153.83055555555555,False,Paddy,242.4,401.2
7,2015,205.2,133.4,161.9,194.1,3.2305555555555543,False,Paddy,242.4,250.6
7,2015,205.2,133.4,161.9,194.1,114.23055555555558,False,Paddy,242.4,361.6
7,2015,205.2,133.4,161.9,194.1,17.93055555555557,False,Paddy,242.4,265.3
7,2015,205.2,133.4,161.9,194.1,295.6305555555556,True,Paddy,242.4,543.0
7,2015,205.2,133.4,161.9,194.1,-146.46944444444443,False,Paddy,242.4,100.9
7,2015,205.2,133.4,161.9,194.1,-219.16944444444445,False,Paddy,242.4,28.2
7,2015,205.2,133.4,161.9,194.1,-123.96944444444443,False,Paddy,242.4,123.4
7,2015,205.2,133.4,161.9,194.1,13.63055555555556,False,Paddy,242.4,261.0
7,2015,205.2,133.4,161.9,194.1,-149.46944444444443,False,Paddy,242.4,97.9
7,2015,205.2,133.4,161.9,194.1,-162.06944444444446,False,Paddy,242.4,85.3
7,2015,205.2,133.4,161.9,194.1,-208.86944444444444,False,Paddy,242.4,38.5
7,2015,205.2,133.4,161.9,194.1,-200.56944444444449,False,Paddy,242.4,46.8
7,2015,205.2,133.4,161.9,194.1,487.0305555555556,True,Paddy,242.4,734.4
7,2015,205.2,133.4,161.9,194.1,-206.46944444444443,False,Paddy,242.4,40.9
7,2015,205.2,133.4,161.9,194.1,-135.66944444444442,False,Paddy,242.4,111.7
7,2015,205.2,133.4,161.9,194.1,161.23055555555558,False,Paddy,242.4,408.6
7,2015,205.2,133.4,161.9,194.1,10.030555555555535,False,Paddy,242.4,257.4
8,2015,205.2,133.9,160.1,194.1,230.6305555555556,True,Paddy,205.2,478.0
8,2015,205.2,133.9,160.1,194.1,290.33055555555563,True,Paddy,205.2,537.7
8,2015,205.2,133.9,160.1,194.1,346.43055555555554,True,Paddy,205.2,593.8
8,2015,205.2,133.9,160.1,194.1,64.63055555555556,False,Paddy,205.2,312.0
8,2015,205.2,133.9,160.1,194.1,413.2305555555556,True,Paddy,205.2,660.6
8,2015,205.2,133.9,160.1,194.1,15.530555555555535,False,Paddy,205.2,262.9
8,2015,205.2,133.9,160.1,194.1,16.63055555555556,False,Paddy,205.2,264.0
8,2015,205.2,133.9,160.1,194.1,-21.06944444444443,False,Paddy,205.2,226.3
8,2015,205.2,133.9,160.1,194.1,30.93055555555557,False,Paddy,205.2,278.3
8,2015,205.2,133.9,160.1,194.1,-73.56944444444443,False,Paddy,205.2,173.8
8,2015,205.2,133.9,160.1,194.1,-108.26944444444445,False,Paddy,205.2,139.1
8,2015,205.2,133.9,160.1,194.1,24.43055555555557,False,Paddy,205.2,271.8
8,2015,205.2,133.9,160.1,194.1,-145.36944444444444,False,Paddy,205.2,102.0
8,2015,205.2,133.9,160.1,194.1,-145.76944444444445,False,Paddy,205.2,101.6
8,2015,205.2,133.9,160.1,194.1,-51.56944444444443,False,Paddy,205.2,195.8
8,2015,205.2,133.9,160.1,194.1,-119.86944444444444,False,Paddy,205.2,127.5
8,2015,205.2,133.9,160.1,194.1,-186.86944444444444,False,Paddy,205.2,60.5
8,2015,205.2,133.9,160.1,194.1,-105.86944444444444,False,Paddy,205.2,141.5
8,2015,205.2,133.9,160.1,194.1,16.530555555555537,False,Paddy,205.2,263.9
8,2015,205.2,133.9,160.1,194.1,16.730555555555583,False,Paddy,205.2,264.1
8,2015,205.2,133.9,160.1,194.1,-212.1694444444444,False,Paddy,205.2,35.2
8,2015,205.2,133.9,160.1,194.1,-234.56944444444443,False,Paddy,205.2,12.8
8,2015,205.2,133.9,160.1,194.1,119.93055555555556,False,Paddy,205.2,367.3
8,2015,205.2,133.9,160.1,194.1,-180.46944444444443,False,Paddy,205.2,66.9
8,2015,205.2,133.9,160.1,194.1,-135.76944444444445,False,Paddy,205.2,111.6
8,2015,205.2,133.9,160.1,194.1,25.63055555555556,False,Paddy,205.2,273.0
8,2015,205.2,133.9,160.1,194.1,39.33055555555555,False,Paddy,205.2,286.7
8,2015,205.2,133.9,160.1,194.1,-63.16944444444445,False,Paddy,205.2,184.2
8,2015,205.2,133.9,160.1,194.1,-88.96944444444443,False,Paddy,205.2,158.4
8,2015,205.2,133.9,160.1,194.1,-133.46944444444443,False,Paddy,205.2,113.9
8,2015,205.2,133.9,160.1,194.1,-166.26944444444445,False,Paddy,205.2,81.1
8,2015,205.2,133.9,160.1,194.1,238.33055555555555,True,Paddy,205.2,485.7
8,2015,205.2,133.9,160.1,194.1,-168.56944444444446,False,Paddy,205.2,78.8
8,2015,205.2,133.9,160.1,194.1,-115.56944444444444,False,Paddy,205.2,131.8
8,2015,205.2,133.9,160.1,194.1,4.230555555555554,False,Paddy,205.2,251.6
8,2015,205.2,133.9,160.1,194.1,-100.66944444444444,False,Paddy,205.2,146.7
9,2015,205.2,135.2,167.2,194.1,267.2305555555556,True,Paddy,131.8,514.6
9,2015,205.2,135.2,167.2,194.1,94.73055555555558,False,Paddy,131.8,342.1
9,2015,205.2,135.2,167.2,194.1,33.03055555555554,False,Paddy,131.8,280.4
9,2015,205.2,135.2,167.2,194.1,68.73055555555558,False,Paddy,131.8,316.1
9,2015,205.2,135.2,167.2,194.1,88.83055555555555,False,Paddy,131.8,336.2
9,2015,205.2,135.2,167.2,194.1,-90.76944444444445,False,Paddy,131.8,156.6
9,2015,205.2,135.2,167.2,194.1,-15.36944444444444,False,Paddy,131.8,232.0
9,2015,205.2,135.2,167.2,194.1,-167.66944444444442,False,Paddy,131.8,79.7
9,2015,205.2,135.2,167.2,194.1,-149.96944444444443,False,Paddy,131.8,97.4
9,2015,205.2,135.2,167.2,194.1,-226.06944444444443,False,Paddy,131.8,21.3
9,2015,205.2,135.2,167.2,194.1,-220.96944444444443,False,Paddy,131.8,26.4
9,2015,205.2,135.2,167.2,194.1,-195.86944444444444,False,Paddy,131.8,51.5
9,2015,205.2,135.2,167.2,194.1,-213.26944444444445,False,Paddy,131.8,34.1
9,2015,205.2,135.2,167.2,194.1,-143.96944444444443,False,Paddy,131.8,103.4
9,2015,205.2,135.2,167.2,194.1,-182.6694444444444,False,Paddy,131.8,64.7
9,2015,205.2,135.2,167.2,194.1,-113.26944444444445,False,Paddy,131.8,134.1
9,2015,205.2,135.2,167.2,194.1,-211.6694444444444,False,Paddy,131.8,35.7
9,2015,205.2,135.2,167.2,194.1,-227.76944444444445,False,Paddy,131.8,19.6
9,2015,205.2,135.2,167.2,194.1,-194.76944444444445,False,Paddy,131.8,52.6
9,2015,205.2,135.2,167.2,194.1,-180.36944444444444,False,Paddy,131.8,67.0
9,2015,205.2,135.2,167.2,194.1,-150.46944444444443,False,Paddy,131.8,96.9
9,2015,205.2,135.2,167.2,194.1,-148.36944444444444,False,Paddy,131.8,99.0
9,2015,205.2,135.2,167.2,194.1,-4.969444444444434,False,Paddy,131.8,242.4
9,2015,205.2,135.2,167.2,194.1,-111.86944444444444,False,Paddy,131.8,135.5
9,2015,205.2,135.2,167.2,194.1,-93.06944444444444,False,Paddy,131.8,154.3
9,2015,205.2,135.2,167.2,194.1,-96.86944444444444,False,Paddy,131.8,150.5
9,2015,205.2,135.2,167.2,194.1,-30.36944444444444,False,Paddy,131.8,217.0
9,2015,205.2,135.2,167.2,194.1,-77.66944444444445,False,Paddy,131.8,169.7
9,2015,205.2,135.2,167.2,194.1,-89.36944444444444,False,Paddy,131.8,158.0
9,2015,205.2,135.2,167.2,194.1,-100.66944444444444,False,Paddy,131.8,146.7
9,2015,205.2,135.2,167.2,194.1,-149.26944444444445,False,Paddy,131.8,98.1
9,2015,205.2,135.2,167.2,194.1,-19.469444444444434,False,Paddy,131.8,227.9
9,2015,205.2,135.2,167.2,194.1,-107.16944444444444,False,Paddy,131.8,140.2
9,2015,205.2,135.2,167.2,194.1,-99.96944444444443,False,Paddy,131.8,147.4
9,2015,205.2,135.2,167.2,194.1,47.03055555555554,False,Paddy,131.8,294.4
9,2015,205.2,135.2,167.2,194.1,-89.86944444444444,False,Paddy,131.8,157.5
10,2015,205.2,135.8,158.89999999999998,194.1,-53.269444444444446,False,Paddy,42.9,194.1
11,2015,205.2,135.6,158.89999999999998,194.1,-53.269444444444446,False,Paddy,39.4,194.1
12,2015,205.2,135.4,158.89999999999998,194.1,-53.269444444444446,False,Paddy,15.0,194.1
1,2016,205.2,135.8,158.89999999999998,194.1,-53.269444444444446,False,Paddy,19.3,194.1
2,2016,205.2,135.3,158.89999999999998,194.1,-53.269444444444446,False,Paddy,22.8,194.1
3,2016,205.2,135.2,158.89999999999998,194.1,-53.269444444444446,False,Paddy,27.6,194.1
4,2016,205.2,136.3,158.89999999999998,194.1,-53.269444444444446,False,Paddy,37.4,194.1
5,2016,205.2,139.1,158.89999999999998,194.1,-53.269444444444446,False,Paddy,62.6,194.1
6,2016,205.2,142.2,251.0,194.1,182.0305555555556,False,Paddy,168.3,429.4
6,2016,205.2,142.2,251.0,194.1,125.43055555555556,False,Paddy,168.3,372.8
6,2016,205.2,142.2,251.0,194.1,117.93055555555556,False,Paddy,168.3,365.3
6,2016,205.2,142.2,251.0,194.1,64.73055555555558,False,Paddy,168.3,312.1
6,2016,205.2,142.2,251.0,194.1,275.33055555555563,True,Paddy,168.3,522.7
6,2016,205.2,142.2,251.0,194.1,-74.66944444444445,False,Paddy,168.3,172.7
6,2016,205.2,142.2,251.0,194.1,-83.16944444444445,False,Paddy,168.3,164.2
6,2016,205.2,142.2,251.0,194.1,-124.46944444444443,False,Paddy,168.3,122.9
6,2016,205.2,142.2,251.0,194.1,-119.46944444444443,False,Paddy,168.3,127.9
6,2016,205.2,142.2,251.0,194.1,-170.16944444444442,False,Paddy,168.3,77.2
6,2016,205.2,142.2,251.0,194.1,-182.46944444444443,False,Paddy,168.3,64.9
6,2016,205.2,142.2,251.0,194.1,-72.96944444444443,False,Paddy,168.3,174.4
6,2016,205.2,142.2,251.0,194.1,-210.76944444444445,False,Paddy,168.3,36.6
6,2016,205.2,142.2,251.0,194.1,-192.6694444444444,False,Paddy,168.3,54.7
6,2016,205.2,142.2,251.0,194.1,-162.66944444444442,False,Paddy,168.3,84.7
6,2016,205.2,142.2,251.0,194.1,-184.56944444444449,False,Paddy,168.3,62.8
6,2016,205.2,142.2,251.0,194.1,-214.1694444444444,False,Paddy,168.3,33.2
6,2016,205.2,142.2,251.0,194.1,-185.76944444444445,False,Paddy,168.3,61.6
6,2016,205.2,142.2,251.0,194.1,-136.26944444444445,False,Paddy,168.3,111.1
6,2016,205.2,142.2,251.0,194.1,-148.16944444444442,False,Paddy,168.3,99.2
6,2016,205.2,142.2,251.0,194.1,-215.66944444444445,False,Paddy,168.3,31.7
6,2016,205.2,142.2,251.0,194.1,-216.16944444444445,False,Paddy,168.3,31.2
6,2016,205.2,142.2,251.0,194.1,551.1305555555556,True,Paddy,168.3,798.5
